cart id,customer id,product id
355,216,1196
356,743,794
357,945,873
358,678,1321
359,514,194
360,609,1095
361,806,1381
362,601,1497
363,581,139
364,50,1031
365,910,1376
366,754,20
367,369,837
368,49,111
369,656,903
370,196,394
371,611,433
372,488,1047
373,477,502
374,943,400
375,696,1453
376,227,1386
377,519,1247
378,889,128
379,145,692
380,118,999
381,548,247
382,316,1047
383,919,1356
384,492,859
385,174,1405
386,272,684
387,405,1198
388,578,409
389,906,487
390,504,349
391,138,572
392,371,523
393,925,532
394,825,1262
395,729,1060
396,759,816
397,865,647
398,208,563
399,714,1011
400,525,770
401,305,994
402,340,1011
403,241,1056
404,108,1169
405,202,319
406,550,927
407,170,55
408,907,728
409,387,895
410,986,99
411,92,1142
412,870,651
413,391,377
414,360,279
415,866,285
416,406,499
417,924,1461
418,755,366
419,159,504
420,328,565
421,863,490
422,658,371
423,211,412
424,391,870
425,73,206
426,307,148
427,904,530
428,629,146
429,974,282
430,297,945
431,545,477
432,988,8
433,140,728
434,243,915
435,985,635
436,669,610
437,125,1494
438,974,973
439,183,971
440,502,550
441,93,416
442,562,1301
443,331,820
444,576,1080
445,89,1428
446,304,3
447,271,538
448,153,432
449,895,180
450,696,679
451,184,264
452,694,1037
453,691,922
454,924,950
455,23,534
456,251,869
457,69,695
458,133,264
459,769,289
460,540,869
461,11,214
462,771,183
463,584,540
464,469,149
465,913,512
466,214,217
467,393,989
468,142,1368
469,849,1429
470,455,250
471,106,1056
472,342,688
473,807,871
474,592,1016
475,735,1454
476,357,1016
477,134,158
478,539,756
479,637,927
480,23,1466
481,7,250
482,737,378
483,149,823
484,667,656
485,921,1325
486,742,790
487,836,325
488,84,566
489,477,1323
490,305,861
491,871,458
492,725,609
493,266,1484
494,436,597
495,256,105
496,382,1108
497,400,1438
498,547,934
499,500,1439
500,715,52
501,849,861
502,583,361
503,267,564
504,997,234
505,36,1406
506,547,304
507,345,716
508,888,876
509,762,667
510,581,1171
511,268,357
512,900,610
513,443,393
514,284,78
515,505,1370
516,715,1395
517,493,902
518,729,721
519,403,179
520,691,1156
521,477,1289
522,989,1178
523,19,1434
524,281,117
525,805,1153
526,275,770
527,943,110
528,384,543
529,970,557
530,626,1215
531,173,121
532,87,735
533,386,1333
534,235,1446
535,822,1221
536,387,877
537,665,154
538,688,719
539,658,1470
540,879,1040
541,279,844
542,838,311
543,802,406
544,809,396
545,405,946
546,549,1450
547,862,428
548,553,551
549,830,1228
550,755,1039
551,643,854
552,323,1105
553,537,559
554,5,696
555,511,645
556,98,24
557,748,1052
558,827,653
559,5,491
560,204,1307
561,330,1077
562,164,536
563,581,998
564,332,1216
565,466,1418
566,467,452
567,91,725
568,360,71
569,802,831
570,807,725
571,612,1099
572,460,498
573,543,1146
574,653,1223
575,339,721
576,752,889
577,599,1239
578,666,818
579,906,634
580,353,854
581,109,98
582,952,21
583,93,967
584,458,168
585,920,1241
586,37,1445
587,620,217
588,435,848
589,198,15
590,559,400
591,670,818
592,811,436
593,101,1148
594,317,1223
595,434,842
596,992,140
597,371,1263
598,913,1072
599,946,28
600,504,1322
601,941,1273
602,397,1257
603,713,1467
604,818,319
605,317,758
606,867,930
607,184,831
608,973,1177
609,564,850
610,863,984
611,450,1265
612,397,370
613,563,400
614,802,801
615,137,149
616,813,507
617,133,53
618,39,1097
619,584,854
620,871,925
621,34,73
622,657,886
623,593,1128
624,559,797
625,456,450
626,381,564
627,168,625
628,715,493
629,89,344
630,970,586
631,225,898
632,3,282
633,122,1229
634,141,689
635,736,1315
636,719,803
637,369,209
638,798,429
639,667,853
640,176,872
641,885,613
642,571,961
643,613,1496
644,650,822
645,287,408
646,392,954
647,310,177
648,835,1025
649,649,1290
650,432,755
651,399,986
652,728,1292
653,583,1300
654,158,622
655,828,4
656,138,872
657,378,1240
658,904,823
659,319,687
660,631,1101
661,395,1116
662,416,531
663,905,112
664,394,921
665,565,396
666,607,138
667,696,1451
668,316,785
669,374,519
670,721,213
671,433,411
672,300,1471
673,443,403
674,394,1450
675,555,1071
676,90,1252
677,691,936
678,853,307
679,870,890
680,524,1295
681,874,1025
682,800,215
683,558,180
684,903,1138
685,133,289
686,976,648
687,258,175
688,68,996
689,274,236
690,308,873
691,84,1490
692,177,268
693,234,1047
694,207,885
695,607,389
696,431,1112
697,713,543
698,951,1385
699,221,435
700,777,58
701,175,587
702,532,192
703,437,435
704,352,1255
705,242,617
706,622,614
707,844,1239
708,108,1348
709,601,1302
710,530,1442
711,62,68
712,589,1439
713,462,904
714,115,976
715,566,523
716,715,1400
717,406,583
718,559,331
719,928,111
720,856,411
721,193,918
722,193,1238
723,125,1268
724,250,536
725,319,886
726,782,439
727,743,418
728,939,352
729,175,1203
730,956,400
731,187,1441
732,964,623
733,823,190
734,506,244
735,761,1332
736,419,650
737,462,1401
738,275,1106
739,119,1351
740,209,672
741,768,175
742,315,925
743,43,808
744,102,1383
745,233,915
746,467,1335
747,687,1383
748,58,301
749,323,269
750,489,437
751,736,246
752,170,641
753,956,668
754,982,1182
755,779,708
756,276,518
757,389,126
758,205,538
759,276,236
760,142,91
761,163,799
762,527,1348
763,849,1094
764,995,1294
765,612,1497
766,608,644
767,445,367
768,872,365
769,54,1084
770,317,191
771,437,1235
772,183,321
773,861,986
774,779,513
775,897,1286
776,704,389
777,604,1006
778,699,1102
779,195,1117
780,540,142
781,532,803
782,545,860
783,941,426
784,438,1061
785,615,1054
786,627,622
787,514,673
788,610,596
789,936,1467
790,764,522
791,554,860
792,852,386
793,998,188
794,341,71
795,749,1220
796,235,1450
797,938,1117
798,837,194
799,469,1248
800,189,518
801,514,944
802,512,532
803,543,510
804,876,49
805,255,1359
806,193,1347
807,275,347
808,520,1328
809,619,1192
810,738,1242
811,262,1173
812,872,515
813,104,1414
814,881,158
815,890,52
816,585,17
817,828,1256
818,68,1477
819,683,1372
820,726,1439
821,910,629
822,364,503
823,518,1000
824,302,184
825,515,559
826,469,724
827,553,225
828,783,761
829,184,1169
830,519,1080
831,17,959
832,615,1206
833,853,1424
834,899,1273
835,104,1092
836,242,980
837,265,270
838,739,495
839,244,1469
840,927,1472
841,150,519
842,593,438
843,368,542
844,674,73
845,421,579
846,262,109
847,86,718
848,729,688
849,927,152
850,747,290
851,218,315
852,870,103
853,585,168
854,796,28
855,697,1110
856,492,768
857,43,639
858,380,1330
859,630,638
860,291,208
861,662,1233
862,113,1279
863,170,566
864,186,1036
865,340,871
866,148,658
867,329,813
868,786,998
869,229,1275
870,393,371
871,731,885
872,282,1271
873,178,321
874,755,323
875,741,628
876,689,376
877,290,123
878,886,1477
879,191,1174
880,883,989
881,283,1440
882,161,1049
883,626,761
884,626,1199
885,218,639
886,57,1402
887,789,360
888,474,462
889,164,1477
890,228,464
891,770,260
892,101,997
893,422,513
894,113,1487
895,496,1360
896,489,276
897,253,828
898,694,986
899,95,412
900,215,1209
901,58,1189
902,304,612
903,700,774
904,876,329
905,244,707
906,736,567
907,796,1481
908,502,656
909,249,453
910,144,700
911,435,607
912,921,338
913,166,659
914,941,1393
915,213,1406
916,933,337
917,533,62
918,412,1074
919,267,1406
920,437,297
921,517,211
922,357,384
923,537,581
924,106,206
925,615,451
926,147,435
927,736,654
928,899,144
929,457,1300
930,447,1123
931,198,437
932,878,669
933,769,1427
934,639,201
935,265,355
936,789,240
937,459,24
938,610,801
939,630,1362
940,921,202
941,472,744
942,25,1381
943,805,57
944,146,1059
945,715,754
946,121,1357
947,961,1387
948,677,861
949,300,777
950,33,349
951,405,1387
952,715,876
953,400,902
954,89,399
955,347,847
956,711,656
957,177,706
958,143,38
959,128,279
960,592,455
961,132,875
962,753,1417
963,531,852
964,188,522
965,472,1291
966,96,1010
967,974,1368
968,905,495
969,308,1452
970,601,953
971,571,1484
972,396,351
973,970,1082
974,338,562
975,79,273
976,357,651
977,768,284
978,249,241
979,663,273
980,346,1164
981,973,1066
982,346,1070
983,675,1252
984,572,235
985,490,783
986,852,197
987,210,1140
988,128,395
989,110,1323
990,26,192
991,860,27
992,879,693
993,222,808
994,497,786
995,208,1057
996,90,1350
997,135,1427
998,532,1487
999,112,336
1000,365,454
